,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,license,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,projectrank_placing,dockerhub_id,docs_url,labels,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
353,python_speech_features,jameslyons/python_speech_features,audio,,{},19.0,,10,False,python_speech_features,,,1124.0,1124.0,https://pypi.org/project/python_speech_features,97665.0,97665.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
354,joypy,leotac/joypy,data-viz,,{},8.0,Joyplots in python.,10,False,joypy,conda-forge/joypy,,600.0,600.0,https://pypi.org/project/joypy,21129.0,21779.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:52.304,2025-04-22 14:57:03.596,2025-04-22 14:57:03.596000,44227.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,
355,stockstats,jealous/stockstats,financial-data,,{},12.0,,10,False,stockstats,,,1445.0,1445.0,https://pypi.org/project/stockstats,200621.0,200621.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
356,fairlearn,fairlearn/fairlearn,interpretability,,{},124.0,Simple and easy fairness assessment and unfairness mitigation.,10,False,fairlearn,conda-forge/fairlearn,,3.0,3.0,https://pypi.org/project/fairlearn,185705.0,186708.0,https://anaconda.org/conda-forge/fairlearn,2020-11-11 16:56:32.994,2026-06-08 10:56:38.371,2026-06-08 10:56:38.371000,69215.0,16.0,2.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
357,quinn,MrPowers/quinn,ml-experiments,,{},31.0,,10,False,quinn,,,99.0,99.0,https://pypi.org/project/quinn,547831.0,547831.0,,,,,,,3.0,,,['spark'],,,,,,,,,,,,,,,,,,
358,causalml,uber/causalml,others,,{},84.0,,10,False,causalml,,,335.0,335.0,https://pypi.org/project/causalml,91516.0,91516.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
359,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,{},87.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes.,10,False,lightning-flash,conda-forge/lightning-flash,,323.0,323.0,https://pypi.org/project/lightning-flash,1735.0,2431.0,https://anaconda.org/conda-forge/lightning-flash,2021-08-24 20:02:16.116,2025-04-22 14:57:59.303,2025-04-22 14:57:59.303000,41781.0,14.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
360,detoxify,unitaryai/detoxify,nlp,,{},14.0,,10,False,detoxify,,,1138.0,1138.0,https://pypi.org/project/detoxify,100456.0,100456.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
361,underthesea,undertheseanlp/underthesea,nlp,,{},29.0,,10,False,underthesea,,,1708.0,1708.0,https://pypi.org/project/underthesea,43619.0,43619.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
362,detecto,alankbi/detecto,image,,{},12.0,Build fully-functioning computer vision models with PyTorch.,10,False,detecto,conda-forge/detecto,,196.0,196.0,https://pypi.org/project/detecto,11149.0,11310.0,https://anaconda.org/conda-forge/detecto,2021-06-09 14:10:48.390,2025-04-22 14:57:54.494,2025-04-22 14:57:54.494000,10029.0,2.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
363,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,{},343.0,Vowpal Wabbit Python package.,9,False,vowpalwabbit,conda-forge/vowpalwabbit,BSD-3-Clause,2.0,2.0,https://pypi.org/project/vowpalwabbit,,7512.0,https://anaconda.org/conda-forge/vowpalwabbit,2020-10-06 12:47:15.817,2025-04-22 14:57:07.942,2025-04-22 14:57:07.942000,525909.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,
364,Ludwig,ludwig-ai/ludwig,ml-frameworks,,{},160.0,,9,False,ludwig,,,367.0,367.0,https://pypi.org/project/ludwig,2163.0,2163.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
365,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,{},1531.0,,9,False,paddlepaddle,,,9680.0,9680.0,https://pypi.org/project/paddlepaddle,,,,,,,,,3.0,,,['paddle'],,,,,,-36.0,,,,,,,,,,,,
366,tensorpack,tensorpack/tensorpack,ml-frameworks,,{},58.0,Tensorpack is a neural network training interface based on TensorFlow v1.,9,False,tensorpack,conda-forge/tensorpack,,1810.0,1810.0,https://pypi.org/project/tensorpack,,297.0,https://anaconda.org/conda-forge/tensorpack,2021-10-20 18:57:22.828,2025-04-22 14:58:03.026,2025-04-22 14:58:03.026000,17240.0,1.0,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
367,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,{},70.0,Fuzzy string matching in python.,9,False,fuzzywuzzy,conda-forge/fuzzywuzzy,,24.0,24.0,https://pypi.org/project/fuzzywuzzy,,14993.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:58:59.779,2025-04-22 14:56:25.369,2025-04-22 14:56:25.369000,1034561.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,
368,scattertext,JasonKessler/scattertext,nlp,,{},14.0,Beautiful visualizations of how language differs among document types.,9,False,scattertext,conda-forge/scattertext,,671.0,671.0,https://pypi.org/project/scattertext,,2241.0,https://anaconda.org/conda-forge/scattertext,2017-08-25 05:29:58.550,2025-04-22 14:56:39.793,2025-04-22 14:56:39.793000,242070.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,
369,opencv-python,opencv/opencv-python,image,,{},62.0,,9,False,opencv-python,,,,,https://pypi.org/project/opencv-python,52818566.0,52818566.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
370,keras-ocr,faustomorales/keras-ocr,ocr,,{},19.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,9,False,keras-ocr,anaconda/keras-ocr,,720.0,720.0,https://pypi.org/project/keras-ocr,20028.0,20035.0,https://anaconda.org/anaconda/keras-ocr,2020-11-13 22:43:29.643,2025-04-22 15:32:32.089,2025-04-22 15:32:32.089000,508.0,1.0,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
371,Chartify,spotify/chartify,data-viz,,{},27.0,Python library to make plotting simpler for data scientists.,9,False,chartify,conda-forge/chartify,,86.0,86.0,https://pypi.org/project/chartify,2081.0,2576.0,https://anaconda.org/conda-forge/chartify,2018-11-26 21:34:46.186,2025-04-22 14:56:57.373,2025-04-22 14:56:57.373000,46076.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,
372,PandasGUI,adamerose/pandasgui,data-viz,,{},15.0,A GUI for Pandas DataFrames.,9,False,pandasgui,conda-forge/pandasgui,,534.0,534.0,https://pypi.org/project/pandasgui,2768.0,3466.0,https://anaconda.org/conda-forge/pandasgui,2021-01-27 21:17:12.748,2025-04-22 14:57:45.598,2025-04-22 14:57:45.598000,46822.0,2.0,3.0,,,['pandas'],,,,,,,,,,,,,,,,,,
373,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,{},3.0,PivotTable.js integration for Jupyter/IPython Notebook.,9,False,pivottablejs,anaconda/pivottablejs,,551.0,551.0,https://pypi.org/project/pivottablejs,24449.0,24489.0,https://anaconda.org/anaconda/pivottablejs,2016-02-26 10:38:14.404,2025-11-25 12:27:37.771,2025-11-25 12:27:37.771000,5095.0,1.0,3.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
374,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,{},113.0,A suite of visual analysis and diagnostic tools for machine learning.,9,False,yellowbrick,conda-forge/yellowbrick,,,,https://pypi.org/project/yellowbrick,537125.0,538716.0,https://anaconda.org/conda-forge/yellowbrick,2020-08-07 07:09:40.588,2025-04-22 14:57:33.497,2025-04-22 14:57:33.497000,114587.0,6.0,2.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
375,Deep Checks,deepchecks/deepchecks,interpretability,,{},56.0,,9,False,deepchecks,,,556.0,556.0,https://pypi.org/project/deepchecks,28329.0,28329.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
376,Karate Club,benedekrozemberczki/karateclub,graph,,{},20.0,"A general purpose library for community detection, network embedding, and graph mining research.",9,False,karateclub,conda-forge/karateclub,,336.0,336.0,https://pypi.org/project/karateclub,7313.0,7900.0,https://anaconda.org/conda-forge/karateclub,2020-07-28 15:27:56.544,2025-04-22 14:57:32.844,2025-04-22 14:57:32.844000,42905.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,
377,PyKEEN,pykeen/pykeen,graph,,{},47.0,,9,False,pykeen,,,376.0,376.0,https://pypi.org/project/pykeen,10269.0,10269.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
378,TensorTrade,tensortrade-org/tensortrade,financial-data,,{},62.0,"TensorTrade: A reinforcement learning library for training, evaluating, and deploying robust trading agents.",9,False,tensortrade,conda-forge/tensortrade,,74.0,74.0,https://pypi.org/project/tensortrade,1228.0,1338.0,https://anaconda.org/conda-forge/tensortrade,2021-04-21 17:04:20.505,2026-02-09 18:23:25.158,2026-02-09 18:23:25.158000,7078.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
379,IB-insync,erdewit/ib_insync,financial-data,,{},36.0,Python sync/async framework for Interactive Brokers API.,9,False,ib_insync,conda-forge/ib-insync,,,,https://pypi.org/project/ib_insync,1037146.0,1038081.0,https://anaconda.org/conda-forge/ib-insync,2019-07-23 15:47:08.281,2025-04-22 14:57:08.534,2025-04-22 14:57:08.534000,79511.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,,
380,FinTA,peerchemist/finta,financial-data,,{},28.0,,9,False,finta,,,673.0,673.0,https://pypi.org/project/finta,13015.0,13015.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
381,Qlib,microsoft/qlib,financial-data,,{},152.0,,9,False,pyqlib,,,24.0,24.0,https://pypi.org/project/pyqlib,63073.0,63073.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
382,ml-metadata,google/ml-metadata,ml-experiments,,{},24.0,,9,False,ml-metadata,,,742.0,742.0,https://pypi.org/project/ml-metadata,39461.0,39461.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
383,SKLL,EducationalTestingService/skll,ml-experiments,,{},39.0,SciKit-Learn Laboratory makes it easier to run machine learning experiments with scikit-learn.,9,False,skll,conda-forge/skll,,50.0,50.0,https://pypi.org/project/skll,1434.0,1979.0,https://anaconda.org/conda-forge/skll,2021-11-29 23:26:59.283,2025-04-22 14:58:06.094,2025-04-22 14:58:06.094000,31121.0,9.0,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
384,RLax,deepmind/rlax,reinforcement-learning,,{},24.0,,9,False,rlax,,,447.0,447.0,https://pypi.org/project/rlax,55873.0,55873.0,,,,,,,1.0,,,['jax'],,,,,,,,,,,,,,,,,,
385,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,{},59.0,,9,False,vizdoom,,,358.0,358.0,https://pypi.org/project/vizdoom,12427.0,12427.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
386,Hail,hail-is/hail,medical-data,,{},103.0,,9,False,hail,,,189.0,189.0,https://pypi.org/project/hail,64243.0,64243.0,,,,,,,3.0,,,['spark'],,,,,,,,,,,,,,,,,,
387,Recommenders,microsoft/recommenders,recommender-systems,,{},154.0,,9,False,recommenders,,,181.0,181.0,https://pypi.org/project/recommenders,15459.0,15459.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
388,Madmom,CPJKU/madmom,audio,,{},24.0,,9,False,madmom,,,538.0,538.0,https://pypi.org/project/madmom,12795.0,12795.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
389,torchaudio,pytorch/audio,audio,,{},251.0,,9,False,torchaudio,,,,,https://pypi.org/project/torchaudio,8481256.0,8481256.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
390,DDSP,magenta/ddsp,audio,,{},36.0,Differentiable Digital Signal Processing.,9,False,ddsp,conda-forge/ddsp,,74.0,74.0,https://pypi.org/project/ddsp,1789.0,2179.0,https://anaconda.org/conda-forge/ddsp,2020-06-03 13:14:40.638,2025-04-22 14:57:27.526,2025-04-22 14:57:27.526000,28925.0,3.0,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
391,Baal,baal-org/baal,probabilistics,,{},25.0,Library for bayesian active learning.,9,False,baal,conda-forge/baal,,76.0,76.0,https://pypi.org/project/baal,1279.0,1546.0,https://anaconda.org/conda-forge/baal,2021-01-20 20:35:22.269,2025-04-22 14:57:44.821,2025-04-22 14:57:44.821000,17946.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,
392,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,{},35.0,PyTorch Extension Library of Optimized Scatter Operations.,9,False,torch-scatter,conda-forge/pytorch_scatter,,,,https://pypi.org/project/torch-scatter,48856.0,67967.0,https://anaconda.org/conda-forge/pytorch_scatter,2020-06-01 16:15:18.085,2026-07-29 06:46:10.545,2026-07-29 06:46:10.545000,1414265.0,8.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
393,tensorflow-hub,tensorflow/hub,tensorflow-utils,,{},108.0,A library for transfer learning by reusing parts of TensorFlow models.,9,False,tensorflow-hub,conda-forge/tensorflow-hub,,,,https://pypi.org/project/tensorflow-hub,1850324.0,1852281.0,https://anaconda.org/conda-forge/tensorflow-hub,2020-08-24 16:43:33.174,2025-04-22 14:56:51.855,2025-04-22 14:56:51.855000,140927.0,15.0,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
394,PySwarms,ljvmiranda921/pyswarms,others,,{},45.0,,9,False,pyswarms,,,619.0,619.0,https://pypi.org/project/pyswarms,50914.0,50914.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
395,modAL,modAL-python/modAL,others,,{},21.0,,9,False,modAL,,,,,https://pypi.org/project/modAL,79647269.0,79647269.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
396,sense2vec,explosion/sense2vec,nlp,,{},20.0,word2vec with NLP-specific tokens.,9,False,sense2vec,conda-forge/sense2vec,,474.0,474.0,https://pypi.org/project/sense2vec,2270.0,3608.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:11:50.060,2025-04-22 14:57:12.924,2025-04-22 14:57:12.924000,81619.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
397,pysc2,deepmind/pysc2,others,,{},39.0,,9,False,pysc2,,,985.0,985.0,https://pypi.org/project/pysc2,4011.0,4011.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
398,neuralcoref,huggingface/neuralcoref,nlp,,{},21.0,Coreference Resolution in spaCy with Neural Networks.,9,False,neuralcoref,conda-forge/neuralcoref,,762.0,762.0,https://pypi.org/project/neuralcoref,1077.0,1453.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-08 14:34:53.474,2025-04-22 14:57:21.142,2025-04-22 14:57:21.142000,29335.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
399,python-soundfile,bastibe/python-soundfile,audio,,{},44.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",9,False,soundfile,anaconda/pysoundfile,,,,https://pypi.org/project/soundfile,33072090.0,33072154.0,https://anaconda.org/anaconda/pysoundfile,2026-03-03 08:12:51.546,2026-03-23 19:15:41.390,2026-03-23 19:15:41.390000,321.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
400,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,{},22.0,Pretrained models for Pytorch.,9,False,pretrainedmodels,conda-forge/pretrainedmodels,,23.0,23.0,https://pypi.org/project/pretrainedmodels,91785.0,92837.0,https://anaconda.org/conda-forge/pretrainedmodels,2020-06-08 18:08:13.484,2025-04-22 14:57:27.662,2025-04-22 14:57:27.662000,77875.0,1.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
401,snownlp,isnowfy/snownlp,chinese-nlp,,{},8.0,,9,False,snownlp,,,1749.0,1749.0,https://pypi.org/project/snownlp,47014.0,47014.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
402,lets-plot,JetBrains/lets-plot,data-viz,,{},23.0,,9,False,lets-plot,,,215.0,215.0,https://pypi.org/project/lets-plot,53000.0,53000.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
403,Lasagne,Lasagne/Lasagne,ml-frameworks,,{},72.0,,9,False,lasagne,,,1106.0,1106.0,https://pypi.org/project/lasagne,1613.0,1613.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
404,TabPy,tableau/TabPy,others,,{},55.0,,9,False,tabpy,anaconda/tabpy-client,,215.0,215.0,https://pypi.org/project/tabpy,3076.0,3134.0,https://anaconda.org/anaconda/tabpy-client,2017-04-06 20:14:02.493,2025-04-22 15:32:21.921,2025-04-22 15:32:21.921000,6520.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
405,fancyimpute,iskandr/fancyimpute,sklearn-utils,,{},11.0,,9,False,fancyimpute,,,1912.0,1912.0,https://pypi.org/project/fancyimpute,31845.0,31845.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
406,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,{},19.0,,9,False,skope-rules,,,442.0,442.0,https://pypi.org/project/skope-rules,73164.0,73164.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
407,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,{},7.0,,9,False,iterative-stratification,,,649.0,649.0,https://pypi.org/project/iterative-stratification,142846.0,142846.0,,,,,,,3.0,,,['sklearn'],,,,,,,,,,,,,,,,,,
408,checklist,marcotcr/checklist,interpretability,,{},15.0,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList.,9,False,checklist,conda-forge/checklist,,385.0,385.0,https://pypi.org/project/checklist,7040.0,7221.0,https://anaconda.org/conda-forge/checklist,2021-01-12 20:24:37.883,2025-04-22 14:57:44.390,2025-04-22 14:57:44.390000,12183.0,2.0,2.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
409,aequitas,dssg/aequitas,interpretability,,{},23.0,,9,False,aequitas,,,210.0,210.0,https://pypi.org/project/aequitas,17996.0,17996.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
410,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,{},52.0,Data preprocessing and data augmentation module of the Keras deep learning library.,9,False,keras-preprocessing,conda-forge/keras-preprocessing,,,,https://pypi.org/project/keras-preprocessing,2013728.0,2053462.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:12:23.243,2025-04-22 14:56:51.745,2025-04-22 14:56:51.745000,2662204.0,8.0,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
411,nnAudio,KinWaiCheuk/nnAudio,audio,,{},17.0,,9,False,nnAudio,,,463.0,463.0,https://pypi.org/project/nnAudio,155007.0,155007.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
412,PaddleSeg,PaddlePaddle/PaddleSeg,image,,{},131.0,,9,False,paddleseg,,,1496.0,1496.0,https://pypi.org/project/paddleseg,1766.0,1766.0,,,,,,,3.0,,,['paddle'],,,,,,,,,,,,,,,,,,
413,shapash,MAIF/shapash,interpretability,,{},49.0,,9,False,shapash,,,202.0,202.0,https://pypi.org/project/shapash,8536.0,8536.0,,,,,,,2.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
414,TSFEL,fraunhoferportugal/tsfel,time-series-data,,{},21.0,,9,False,tsfel,,,226.0,226.0,https://pypi.org/project/tsfel,34907.0,34907.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,prettymaps,marceloprates/prettymaps,geospatial-data,,{},23.0,A simple python library to draw pretty maps from OpenStreetMap data.,9,False,prettymaps,conda-forge/prettymaps,,74.0,74.0,https://pypi.org/project/prettymaps,3387.0,3598.0,https://anaconda.org/conda-forge/prettymaps,2022-01-08 18:08:24.113,2025-06-11 22:55:39.146,2025-06-11 22:55:39.146000,11645.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,
416,NeuralForecast,Nixtla/neuralforecast,time-series-data,,{},69.0,Deep Learning for Time Series Forecasting.,9,False,neuralforecast,conda-forge/neuralforecast,,,,https://pypi.org/project/neuralforecast,278568.0,279919.0,https://anaconda.org/conda-forge/neuralforecast,2022-03-23 16:16:31.657,2026-08-04 22:37:00.328,2026-08-04 22:37:00.328000,71616.0,39.0,3.0,,,,,,,,,,,,,,,,,,,,,
417,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,{},93.0,Machine learning in FPGAs using HLS.,9,False,hls4ml,conda-forge/hls4ml,,59.0,59.0,https://pypi.org/project/hls4ml,2293.0,2491.0,https://anaconda.org/conda-forge/hls4ml,2020-09-29 21:06:25.423,2025-04-22 14:57:36.962,2025-04-22 14:57:36.962000,14093.0,4.0,2.0,,,"['tensorflow', 'pytorch']",,,,,,,,,,,,,,,,,,
418,anomalib,openvinotoolkit/anomalib,others,,{},121.0,,9,False,anomalib,,,223.0,223.0,https://pypi.org/project/anomalib,36696.0,36696.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,Jina,jina-ai/jina,ml-frameworks,,{},185.0,Build cross-modal and multi-modal applications on the cloud.,8,False,jina,conda-forge/jina-core,,,,https://pypi.org/project/jina,18329.0,53999.0,https://anaconda.org/conda-forge/jina-core,2021-09-02 15:10:14.675,2025-04-22 14:57:59.713,2025-04-22 14:57:59.713000,132947.0,45.0,3.0,jinaai/jina,,,https://hub.docker.com/r/jinaai/jina,2025-03-24 14:11:41.059929,9.0,9.0,1971619.0,,,,,,,,,,,,,
420,Geomstats,geomstats/geomstats,ml-frameworks,,{},101.0,Geometric statistics on manifolds.,8,False,geomstats,conda-forge/geomstats,,164.0,164.0,https://pypi.org/project/geomstats,,231.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:15.215,2025-04-22 14:58:18.165,2025-04-22 14:58:18.165000,11575.0,4.0,3.0,,https://geomstats.github.io/,,,,,,,,,,,,,,,,,,,
421,mlpack,mlpack/mlpack,ml-frameworks,,{},341.0,"mlpack: a fast, header-only machine learning library.",8,False,mlpack,conda-forge/mlpack,,,,https://pypi.org/project/mlpack,,6969.0,https://anaconda.org/conda-forge/mlpack,2020-06-19 07:49:40.555,2026-06-20 14:06:36.438,2026-06-20 14:06:36.438000,515739.0,17.0,3.0,,,,,,,,,,,,,,,,,,,,,
422,Turi Create,apple/turicreate,ml-frameworks,,{},88.0,,8,False,turicreate,,,398.0,398.0,https://pypi.org/project/turicreate,7499.0,7499.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
423,flashtext,vi3k6i5/flashtext,nlp,,{},7.0,This module can be used to replace keywords in sentences or extract keywords from sentences. It is based on the..,8,False,flashtext,conda-forge/flashtext,,2116.0,2116.0,https://pypi.org/project/flashtext,,344.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:57.409,2025-04-22 14:57:29.789,2025-04-22 14:57:29.789000,25142.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
424,DeepPavlov,deepmipt/DeepPavlov,nlp,,{},78.0,,8,False,deeppavlov,,,440.0,440.0,https://pypi.org/project/deeppavlov,1166.0,1166.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
425,TensorFlow Text,tensorflow/text,nlp,,{},125.0,,8,False,tensorflow-text,,,,,https://pypi.org/project/tensorflow-text,4874001.0,4874001.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
426,CLTK,cltk/cltk,nlp,,{},124.0,,8,False,cltk,,,312.0,312.0,https://pypi.org/project/cltk,3884.0,3884.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
427,Face Alignment,1adrianb/face-alignment,image,,{},26.0,,8,False,face-alignment,,,24.0,24.0,https://pypi.org/project/face-alignment,98716.0,98716.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
428,Image Deduplicator,idealo/imagededup,image,,{},19.0,,8,False,imagededup,,,219.0,219.0,https://pypi.org/project/imagededup,51101.0,51101.0,,,,,,,3.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
429,MMOCR,open-mmlab/mmocr,ocr,,{},87.0,,8,False,mmocr,,,241.0,241.0,https://pypi.org/project/mmocr,2888.0,2888.0,,,,,,,3.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
430,vega,vega/ipyvega,data-viz,,{},15.0,A Jupyter widget for Vega 5 and Vega-Lite 4.,8,False,vega,conda-forge/vega,,4.0,4.0,https://pypi.org/project/vega,63896.0,85985.0,https://anaconda.org/conda-forge/vega,2020-05-13 21:13:44.886,2025-10-04 13:28:21.601,2025-10-04 13:28:21.601000,1656724.0,29.0,3.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
431,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,{},15.0,,8,False,pandas-bokeh,,,789.0,789.0,https://pypi.org/project/pandas-bokeh,12878.0,12878.0,,,,,,,3.0,,,['pandas'],,,,,,,,,,,,,,,,,,
432,pythreejs,jupyter-widgets/pythreejs,data-viz,,{},30.0,A Python / ThreeJS bridge utilizing the Jupyter widget infrastructure.,8,False,pythreejs,conda-forge/pythreejs,,,,https://pypi.org/project/pythreejs,103805.0,123842.0,https://anaconda.org/conda-forge/pythreejs,2020-10-12 12:24:06.816,2025-04-22 14:56:22.872,2025-04-22 14:56:22.872000,1330087.0,18.0,3.0,,,['jupyter'],,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,1036.0,,,,,,,,,
433,HiPlot,facebookresearch/hiplot,data-viz,,{},9.0,High dimensional Interactive Plotting tool.,8,False,hiplot,conda-forge/hiplot,,12.0,12.0,https://pypi.org/project/hiplot,16662.0,20987.0,https://anaconda.org/conda-forge/hiplot,2020-02-25 21:59:48.328,2025-04-22 14:57:21.906,2025-04-22 14:57:21.906000,337361.0,35.0,3.0,,,,,,,,,,,,,,,,,,,,,
434,imodels,csinva/imodels,interpretability,,{},30.0,,8,False,imodels,,,157.0,157.0,https://pypi.org/project/imodels,51527.0,51527.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
435,keract,philipperemy/keract,interpretability,,{},17.0,,8,False,keract,,,265.0,265.0,https://pypi.org/project/keract,8954.0,8954.0,,,,,,,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
436,iNNvestigate,albermax/innvestigate,interpretability,,{},22.0,,8,False,innvestigate,,BSD-2-Clause,151.0,151.0,https://pypi.org/project/innvestigate,322.0,322.0,,,,,,,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
437,torch-cluster,rusty1s/pytorch_cluster,graph,,{},40.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,8,False,torch-cluster,conda-forge/pytorch_cluster,,,,https://pypi.org/project/torch-cluster,21083.0,29516.0,https://anaconda.org/conda-forge/pytorch_cluster,2020-05-31 21:25:54.413,2026-08-01 09:16:13.195,2026-08-01 09:16:13.195000,632516.0,5.0,2.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
438,Spektral,danielegrattarola/spektral,graph,,{},27.0,,8,False,spektral,,,434.0,434.0,https://pypi.org/project/spektral,5179.0,5179.0,,,,,,,2.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
