,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
123,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,15,False,lime,conda-forge/lime,,,,9827.0,9827.0,https://pypi.org/project/lime,437146.0,442521.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659,2025-04-22 14:56:30.659000,392435.0,11.0,,,,,,1.0,,,,,,,,,,,,,,
124,igraph,igraph/python-igraph,graph,,{},81.0,An open source and free collection of network analysis tool.,15,False,python-igraph,conda-forge/igraph,,,,4909.0,4909.0,https://pypi.org/project/python-igraph,543567.0,560566.0,https://anaconda.org/conda-forge/igraph,2020-08-20 13:08:22.426,2025-12-27 19:06:26.854,2025-12-27 19:06:26.854000,1206992.0,35.0,,,,,,1.0,,,,,,,,,,,,,,
125,Geocoder,DenisCarriere/geocoder,geospatial-data,,{},75.0,Geocoder is a simple and consistent geocoding library.,15,False,geocoder,conda-forge/geocoder,,,,16169.0,16169.0,https://pypi.org/project/geocoder,3217547.0,3228577.0,https://anaconda.org/conda-forge/geocoder,2024-12-20 08:51:17.377,2025-04-22 14:56:32.225,2025-04-22 14:56:32.225000,209579.0,18.0,,,,,,3.0,,,,,,,,,,geocoder,,,,
126,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,{},76.0,Sequential model-based optimization toolbox.,15,False,scikit-optimize,conda-forge/scikit-optimize,,,,9084.0,9084.0,https://pypi.org/project/scikit-optimize,802017.0,815462.0,https://anaconda.org/conda-forge/scikit-optimize,2020-08-07 15:12:33.756,2025-07-26 15:19:34.264,2025-07-26 15:19:34.264000,954607.0,14.0,,,,,,1.0,,,,,,,,,,,,,,
127,Ax,facebook/Ax,hyperopt,,{},214.0,Adaptive Experimentation.,15,False,ax-platform,conda-forge/ax-platform,,,['pytorch'],1333.0,1333.0,https://pypi.org/project/ax-platform,230288.0,231432.0,https://anaconda.org/conda-forge/ax-platform,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329,2026-06-17 01:27:01.329000,69811.0,29.0,,,,,,1.0,,,,,,,,,,,,,,
128,Metaflow,Netflix/metaflow,ml-experiments,,{},143.0,"Metaflow: More Data Science, Less Engineering.",15,False,metaflow,conda-forge/metaflow,,,,1024.0,1024.0,https://pypi.org/project/metaflow,857961.0,864120.0,https://anaconda.org/conda-forge/metaflow,2020-07-29 21:37:08.322,2026-06-25 07:02:40.856,2026-06-25 07:02:40.856000,443457.0,206.0,,,,,,2.0,,,,,,,,,,,,,,
129,PyCaret,pycaret/pycaret,ml-experiments,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",15,False,pycaret,conda-forge/pycaret,,,,7959.0,7959.0,https://pypi.org/project/pycaret,482984.0,484312.0,https://anaconda.org/conda-forge/pycaret,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170,2025-04-22 14:57:34.170000,94298.0,19.0,,,,,,2.0,,,,,,,,,,,,,,
130,Lifelines,CamDavidsonPilon/lifelines,medical-data,,{},124.0,"Survival analysis in Python, including Kaplan Meier, Nelson Aalen and regression.",15,False,lifelines,conda-forge/lifelines,,,,4494.0,4494.0,https://pypi.org/project/lifelines,2307646.0,2317201.0,https://anaconda.org/conda-forge/lifelines,2020-05-25 23:39:09.984,2026-04-29 14:43:19.233,2026-04-29 14:43:19.233000,707136.0,65.0,,,,,,2.0,,,,,,,,,,,,,,
131,Submit it,facebookincubator/submitit,distributed-ml,,{},29.0,Python 3.6+ toolbox for submitting jobs to Slurm.,15,False,submitit,conda-forge/submitit,,,,5119.0,5119.0,https://pypi.org/project/submitit,1741948.0,1743029.0,https://anaconda.org/conda-forge/submitit,2020-08-26 15:42:24.203,2025-12-18 14:08:10.664,2025-12-18 14:08:10.664000,76755.0,12.0,,,,,,2.0,,,,,,,,,,,,,,
132,GluonTS,awslabs/gluon-ts,time-series-data,,{},119.0,"GluonTS is a Python toolkit for probabilistic time series modeling, built around Apache MXNet (incubating).",15,False,gluonts,anaconda/gluonts,,,['mxnet'],1673.0,1673.0,https://pypi.org/project/gluonts,8494021.0,8494101.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:05.194,2025-12-17 11:42:34.161,2025-12-17 11:42:34.161000,4566.0,6.0,,,,,,1.0,,,,,,,,,,,,,,
133,Annoy,spotify/annoy,nn-search,,{},90.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,15,False,annoy,conda-forge/python-annoy,,,,5602.0,5602.0,https://pypi.org/project/annoy,1200456.0,1223265.0,https://anaconda.org/conda-forge/python-annoy,2020-09-18 19:43:51.472,2025-09-01 16:14:20.560,2025-09-01 16:14:20.560000,1596678.0,22.0,,,,,,2.0,,,,,,,,,,,,,,
134,NMSLIB,nmslib/nmslib,nn-search,,{},46.0,Non-Metric Space Library (NMSLIB).,15,False,nmslib,conda-forge/nmslib,,,,1431.0,1431.0,https://pypi.org/project/nmslib,144127.0,148290.0,https://anaconda.org/conda-forge/nmslib,2020-10-13 15:58:28.843,2026-03-21 05:50:49.426,2026-03-21 05:50:49.426000,287293.0,8.0,,,,,,2.0,,Apache-2.0,,,,,,,,,,,,
135,hnswlib,nmslib/hnswlib,nn-search,,{},75.0,"Python bindings for Hnswlib, a fast approximate nearest neighbor search package.",15,False,hnswlib,conda-forge/hnswlib,,,,8824.0,8824.0,https://pypi.org/project/hnswlib,586338.0,593644.0,https://anaconda.org/conda-forge/hnswlib,2020-12-23 06:04:48.389,2025-08-30 15:22:17.304,2025-08-30 15:22:17.304000,489541.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
136,GPyTorch,cornellius-gp/gpytorch,probabilistics,,{},154.0,An implementation of Gaussian Processes in Pytorch.,15,False,gpytorch,conda-forge/gpytorch,,,['pytorch'],3439.0,3439.0,https://pypi.org/project/gpytorch,916676.0,920412.0,https://anaconda.org/conda-forge/gpytorch,2020-05-21 18:18:14.146,2026-02-28 20:41:43.640,2026-02-28 20:41:43.640000,276527.0,26.0,,,,,,1.0,,,,,,,,,,,,,,
137,PyMC3,pymc-devs/pymc,probabilistics,,{},566.0,Probabilistic Programming in Python.,15,False,pymc3,conda-forge/pymc3,,,,8044.0,8044.0,https://pypi.org/project/pymc3,325745.0,347227.0,https://anaconda.org/conda-forge/pymc3,2020-06-16 19:45:12.383,2025-04-22 14:56:28.348,2025-04-22 14:56:28.348000,1568242.0,29.0,,,,,,1.0,,,,,,,,,,,,,,
138,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,{},45.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",15,False,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],3208.0,3208.0,https://pypi.org/project/pytorch-metric-learning,3513101.0,3513278.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2020-01-15 21:48:23.571,2025-03-25 16:28:35.582,2025-03-25 16:28:35.582000,13855.0,54.0,,,,,,1.0,,,,,,,,,,,,,,
139,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,{},23.0,ODE solvers and adjoint sensitivity analysis in PyTorch.,15,False,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5940.0,5940.0,https://pypi.org/project/torchdiffeq,995969.0,996359.0,https://anaconda.org/conda-forge/torchdiffeq,2020-05-06 16:34:48.157,2025-04-22 14:57:25.759,2025-04-22 14:57:25.759000,28895.0,4.0,,,,,,1.0,,,,,,,,,,,,,,
140,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,{},75.0,A collection of sklearn transformers to encode categorical variables as numeric.,15,False,category_encoders,conda-forge/category_encoders,,,['sklearn'],4222.0,4222.0,https://pypi.org/project/category_encoders,3162713.0,3172534.0,https://anaconda.org/conda-forge/category_encoders,2021-10-13 18:33:31.261,2025-11-02 19:29:39.336,2025-11-02 19:29:39.336000,559829.0,25.0,,,,,,1.0,,,,,,,,,,,,,,
141,pyvips,libvips/pyvips,image,,{},21.0,Binding for libvips.,15,False,pyvips,conda-forge/pyvips,,,,1413.0,1413.0,https://pypi.org/project/pyvips,575798.0,580994.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 09:36:00.636,2026-06-01 08:56:11.218,2026-06-01 08:56:11.218000,358562.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
142,ta,bukosabino/ta,financial-data,,{},34.0,Technical Analysis Library in Python.,15,False,ta,conda-forge/ta,,,,10383.0,10383.0,https://pypi.org/project/ta,1017341.0,1018074.0,https://anaconda.org/conda-forge/ta,2021-02-08 22:42:23.078,2025-04-22 14:57:46.184,2025-04-22 14:57:46.184000,47681.0,7.0,,,,,,1.0,,,,,,,,,,,,,,
143,hmmlearn,hmmlearn/hmmlearn,probabilistics,,{},49.0,Hidden Markov Models in Python with scikit-learn like API.,15,False,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3957.0,3957.0,https://pypi.org/project/hmmlearn,1251669.0,1259117.0,https://anaconda.org/conda-forge/hmmlearn,2020-09-15 00:44:34.740,2025-09-10 16:53:48.310,2025-09-10 16:53:48.310000,521363.0,12.0,,,,,,1.0,,,,,,,,,,,,,,
144,filterpy,rlabbe/filterpy,probabilistics,,{},43.0,Kalman filters and other optimal and non-optimal estimation filters in Python.,15,False,filterpy,conda-forge/filterpy,,,,10137.0,10137.0,https://pypi.org/project/filterpy,2097425.0,2125823.0,https://anaconda.org/conda-forge/filterpy,2025-02-17 21:15:56.128,2025-04-22 14:56:37.895,2025-04-22 14:56:37.895000,482780.0,5.0,,,,,,1.0,,,,,,,,,,,,,,
145,pmdarima,alkaline-ml/pmdarima,time-series-data,,{},24.0,"Pmdarima (originally pyramid-arima, for the anagram of py + arima) is a statistical library designed to fill the void..",15,False,pmdarima,conda-forge/pmdarima,,,,13037.0,13037.0,https://pypi.org/project/pmdarima,3183537.0,3206541.0,https://anaconda.org/conda-forge/pmdarima,2020-10-23 18:45:13.934,2025-04-22 14:57:38.334,2025-04-22 14:57:38.334000,1587291.0,12.0,,,,,,1.0,,,,,,,,,,,,,,
146,cartopy,SciTools/cartopy,data-viz,,{},142.0,A library providing cartographic tools for python.,15,False,cartopy,conda-forge/cartopy,,,,8775.0,8775.0,https://pypi.org/project/cartopy,1582163.0,1687873.0,https://anaconda.org/conda-forge/cartopy,2020-05-18 16:23:27.911,2025-10-27 17:10:02.090,2025-10-27 17:10:02.090000,7822595.0,27.0,,,,,,2.0,,,,,,,,,,,,,,
147,StatsForecast,Nixtla/statsforecast,time-series-data,,{},66.0,Time series forecasting suite using statistical models.,15,False,statsforecast,conda-forge/statsforecast,,,,2206.0,2206.0,https://pypi.org/project/statsforecast,1777176.0,1782927.0,https://anaconda.org/conda-forge/statsforecast,2022-03-04 23:51:03.641,2026-07-16 21:01:59.106,2026-07-16 21:01:59.106000,299091.0,37.0,,,,,,1.0,,,,,,,,,,,,,,
148,mpld3,mpld3/mpld3,data-viz,,{},55.0,D3 Viewer for Matplotlib.,15,False,mpld3,conda-forge/mpld3,,,,7740.0,7740.0,https://pypi.org/project/mpld3,552896.0,561923.0,https://anaconda.org/conda-forge/mpld3,2020-06-15 20:42:17.133,2025-11-05 19:20:00.823,2025-11-05 19:20:00.823000,441122.0,13.0,,,,,,2.0,,,mpld3,https://www.npmjs.com/package/mpld3,2985.0,,,,,,,,,
149,evaluate,huggingface/evaluate,interpretability,,{},139.0,,15,False,evaluate,,,,,25753.0,25753.0,https://pypi.org/project/evaluate,5591969.0,5591969.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
150,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,{},88.0,Extension for Scikit-learn* (CPU runtime) is a seamless way to speed up your Scikit-learn application.,15,False,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],13864.0,13864.0,https://pypi.org/project/scikit-learn-intelex,157518.0,169739.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2021-04-08 23:29:40.051,2026-07-14 07:44:54.068,2026-07-14 07:44:54.068000,769975.0,31.0,,,,,,1.0,,,,,,,,,,,,,,
151,AutoGluon,autogluon/autogluon,hyperopt,,{},158.0,"AutoML for Image, Text, and Tabular Data.",14,False,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1290.0,1290.0,https://pypi.org/project/autogluon,126999.0,129127.0,https://anaconda.org/conda-forge/autogluon,2023-01-27 07:42:18.607,2026-01-23 10:41:06.779,2026-01-23 10:41:06.779000,63932.0,14.0,https://hub.docker.com/r/autogluon/autogluon,2025-06-16 23:01:47.182920,19.0,19.0,25488.0,2.0,,,,,,,,,,,,,,
152,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,{},489.0,https://www.deepspeed.ai for more info.,14,False,deepspeed,,deepspeed/deepspeed,,['pytorch'],15953.0,15953.0,https://pypi.org/project/deepspeed,1248364.0,1248364.0,,,,2022-09-02 00:25:31.275782,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,5.0,5.0,26738.0,2.0,,,,,,,,,,,,,,
153,Catboost,catboost/catboost,ml-frameworks,,{},1409.0,Gradient boosting on decision trees library.,14,False,catboost,conda-forge/catboost,,,,20.0,20.0,https://pypi.org/project/catboost,5810840.0,5849977.0,https://anaconda.org/conda-forge/catboost,2020-11-05 20:16:46.091,2026-02-23 23:23:44.774,2026-02-23 23:23:44.774000,2661365.0,71.0,,,,,,2.0,,,,,,,,,,,,,,
154,PySpark,apache/spark,ml-frameworks,,{},3528.0,Apache Spark Python API.,14,False,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,49942887.0,50009597.0,https://anaconda.org/conda-forge/pyspark,2020-06-06 07:35:29.643,2026-07-16 15:46:27.659,2026-07-16 15:46:27.659000,4869839.0,43.0,,,,,,2.0,-31.0,,,,,stable/spark,,,,,,,,
155,skorch,skorch-dev/skorch,ml-frameworks,,{},72.0,A scikit-learn compatible neural network library that wraps pytorch.,14,False,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1804.0,1804.0,https://pypi.org/project/skorch,135445.0,147479.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606,2026-05-20 05:57:04.606000,842404.0,18.0,,,,,,2.0,,,,,,,,,,,,,,
156,Sumy,miso-belica/sumy,nlp,,{},33.0,Module for automatic summarization of text documents and HTML pages.,14,False,sumy,conda-forge/sumy,,,,4350.0,4350.0,https://pypi.org/project/sumy,160639.0,160919.0,https://anaconda.org/conda-forge/sumy,2021-06-22 09:34:48.682,2025-04-22 14:57:55.728,2025-04-22 14:57:55.728000,17138.0,4.0,,,,,,2.0,,,,,,,,,,,,,,
157,TextDistance,life4/textdistance,nlp,,{},18.0,TextDistance python library for comparing distance between two or more sequences by many algorithms.,14,False,textdistance,conda-forge/textdistance,,,,8980.0,8980.0,https://pypi.org/project/textdistance,2433404.0,2451078.0,https://anaconda.org/conda-forge/textdistance,2020-11-09 13:54:55.292,2025-04-22 14:56:50.409,2025-04-22 14:56:50.409000,1201833.0,14.0,,,,,,2.0,,,,,,,,,,,,,,
158,pySBD,nipunsadvilkar/pySBD,nlp,,{},6.0,Rule-based sentence boundary detection.,14,False,pysbd,conda-forge/pysbd,,,,8597.0,8597.0,https://pypi.org/project/pysbd,5410786.0,5411029.0,https://anaconda.org/conda-forge/pysbd,2021-10-11 20:47:43.928,2025-04-22 14:58:02.377,2025-04-22 14:58:02.377000,13851.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
159,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,14,False,detectron2,conda-forge/detectron2,,,['pytorch'],2638.0,2638.0,https://pypi.org/project/detectron2,,14852.0,https://anaconda.org/conda-forge/detectron2,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312,2026-06-18 17:18:26.312000,1069396.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
160,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,14,False,mmdet,,,,['pytorch'],4122.0,4122.0,https://pypi.org/project/mmdet,502006.0,502006.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
161,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,{},295.0,,14,False,paddleocr,,,,['paddle'],6923.0,6923.0,https://pypi.org/project/paddleocr,2932307.0,2932307.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
162,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,,,1451.0,1451.0,https://pypi.org/project/tesserocr,545975.0,551020.0,https://anaconda.org/conda-forge/tesserocr,2020-07-10 15:30:26.694,2025-04-22 14:57:14.353,2025-04-22 14:57:14.353000,363279.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
163,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,14,False,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6597.0,6597.0,https://pypi.org/project/scikit-plot,510726.0,516053.0,https://anaconda.org/conda-forge/scikit-plot,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875,2025-04-22 14:56:38.875000,575409.0,6.0,,,,,,1.0,,,,,,,,,,,,,,
164,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,,,['jupyter'],7508.0,7508.0,https://pypi.org/project/pyldavis,87530.0,89282.0,https://anaconda.org/conda-forge/pyldavis,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622,2025-04-22 14:56:51.622000,112128.0,7.0,,,,,,1.0,,,,,,,,,,,,,,
165,Captum,pytorch/captum,interpretability,,{},145.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,,,['pytorch'],3715.0,3715.0,https://pypi.org/project/captum,538917.0,542044.0,https://anaconda.org/conda-forge/captum,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995,2026-04-17 07:52:38.995000,171990.0,5.0,,,,,,1.0,,,,,,,,,,,,,,
166,arch,bashtage/arch,financial-data,,{},40.0,Autoregressive Conditional Heteroskedasticity (ARCH) and other tools for financial econometrics.,14,False,arch,conda-forge/arch-py,,,,3799.0,3799.0,https://pypi.org/project/arch,1012139.0,1023228.0,https://anaconda.org/conda-forge/arch-py,2020-06-25 00:04:53.242,2025-10-21 13:02:21.450,2025-10-21 13:02:21.450000,809556.0,23.0,,,,,,1.0,,,,,,,,,,,,,,
167,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6264.0,6264.0,https://pypi.org/project/keras-tuner,163594.0,164959.0,https://anaconda.org/conda-forge/keras-tuner,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681,2025-12-30 15:56:03.681000,80547.0,16.0,,,,,,2.0,,,,,,,,,,,,,,
168,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,14,False,nevergrad,conda-forge/nevergrad,,,,1245.0,1245.0,https://pypi.org/project/nevergrad,514836.0,515854.0,https://anaconda.org/conda-forge/nevergrad,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222,2025-04-22 14:57:24.222000,75385.0,15.0,,,,,,2.0,,,,,,,,,,,,,,
169,snakemake,snakemake/snakemake,ml-experiments,,{},406.0,A popular workflow management system aiming at full in-silico reproducibility.,14,False,snakemake,bioconda/snakemake,,,,2682.0,2682.0,https://pypi.org/project/snakemake,,14216.0,https://anaconda.org/bioconda/snakemake,2015-10-17 15:43:54.867,2026-07-21 00:50:06.384,2026-07-21 00:50:06.384000,1833966.0,367.0,,,,,,2.0,,,,,,,,,,,,,,
170,OpenAI Gym,openai/gym,reinforcement-learning,,{},385.0,The OpenAI Gym: A toolkit for developing and comparing your reinforcement learning agents.,14,False,gym,conda-forge/gym,,,,24.0,24.0,https://pypi.org/project/gym,696705.0,702979.0,https://anaconda.org/conda-forge/gym,2020-04-07 21:30:36.220,2025-04-22 14:57:24.136,2025-04-22 14:57:24.136000,470594.0,9.0,,,,,,1.0,,MIT,,,,,,,,,,,,
171,DIPY,dipy/dipy,medical-data,,{},204.0,Diffusion MR Imaging in Python.,14,False,dipy,conda-forge/dipy,,,,1652.0,1652.0,https://pypi.org/project/dipy,84723.0,102385.0,https://anaconda.org/conda-forge/dipy,2020-09-15 04:04:39.951,2026-04-24 18:41:52.533,2026-04-24 18:41:52.533000,1236393.0,21.0,,,,,,2.0,,,,,,,,,,,,,,
172,tslearn,tslearn-team/tslearn,time-series-data,,{},50.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,,,['sklearn'],2005.0,2005.0,https://pypi.org/project/tslearn,323880.0,351701.0,https://anaconda.org/conda-forge/tslearn,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384,2026-07-03 08:42:17.384000,2030935.0,30.0,,,,,,2.0,,,,,,,,,,,,,,
173,implicit,benfred/implicit,recommender-systems,,{},37.0,Fast Python Collaborative Filtering for Implicit Datasets.,14,False,implicit,conda-forge/implicit,,,,2015.0,2015.0,https://pypi.org/project/implicit,330100.0,358760.0,https://anaconda.org/conda-forge/implicit,2020-09-15 03:41:22.783,2026-05-14 22:07:46.291,2026-05-14 22:07:46.291000,2006236.0,18.0,,,,,,1.0,,,,,,,,,,,,,,
174,Opacus,pytorch/opacus,privacy-ml,,{},91.0,Train PyTorch models with Differential Privacy.,14,False,opacus,conda-forge/opacus,,,['pytorch'],1290.0,1290.0,https://pypi.org/project/opacus,160840.0,161504.0,https://anaconda.org/conda-forge/opacus,2022-01-11 20:35:33.574,2026-05-05 21:02:34.391,2026-05-05 21:02:34.391000,35900.0,12.0,,,,,,1.0,,,,,,,,,,,,,,
175,gpustat,wookayin/gpustat,gpu-utilities,,{},18.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,8211.0,8211.0,https://pypi.org/project/gpustat,950859.0,955774.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401,2025-04-22 14:57:03.401000,334257.0,5.0,,,,,,2.0,,,,,,,,,,,,,,
176,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,4121.0,4121.0,https://pypi.org/project/pycuda,82909.0,104743.0,https://anaconda.org/conda-forge/pycuda,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554,2025-10-27 15:24:05.554000,1397406.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
177,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,10630.0,10630.0,https://pypi.org/project/pystan,1320333.0,1370721.0,https://anaconda.org/conda-forge/pystan,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006,2025-04-22 14:56:33.006000,3577592.0,13.0,,,,,,2.0,,,,,,,,,,,,,,
178,kmodes,nicodv/kmodes,others,,{},22.0,Python implementations of the k-modes and k-prototypes clustering algorithms for clustering categorical data.,14,False,kmodes,conda-forge/kmodes,,,,3208.0,3208.0,https://pypi.org/project/kmodes,541452.0,542604.0,https://anaconda.org/conda-forge/kmodes,2020-04-04 05:32:53.353,2025-04-22 14:57:23.933,2025-04-22 14:57:23.933000,86451.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
179,River,online-ml/river,others,,{},147.0,Online machine learning in Python.,14,False,river,conda-forge/river,,,,893.0,893.0,https://pypi.org/project/river,194430.0,197008.0,https://anaconda.org/conda-forge/river,2021-04-19 20:23:28.936,2026-06-01 01:52:46.506,2026-06-01 01:52:46.506000,162474.0,8.0,,,,,,2.0,,,,,,,,,,,,,,
180,Pythran,serge-sans-paille/pythran,others,,{},77.0,a claimless python to c++ converter.,14,False,pythran,conda-forge/pythran,,,,3701.0,3701.0,https://pypi.org/project/pythran,804417.0,825630.0,https://anaconda.org/conda-forge/pythran,2020-09-11 10:43:52.672,2025-11-15 22:56:02.050,2025-11-15 22:56:02.050000,1484929.0,35.0,,,,,,2.0,,,,,,,,,,,pythran,python-pythran,,
181,PennyLane,PennyLaneAI/PennyLane,others,,{},225.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2131.0,2131.0,https://pypi.org/project/pennylane,304694.0,312494.0,https://anaconda.org/conda-forge/pennylane,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852,2025-04-22 14:58:05.852000,436853.0,19.0,,,,,,2.0,,,,,,,,,,,,,,
182,SALib,SALib/SALib,probabilistics,,{},58.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,1777.0,1777.0,https://pypi.org/project/salib,740156.0,747893.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:38.048,2025-10-12 03:01:28.233,2025-10-12 03:01:28.233000,533907.0,16.0,,,,,,2.0,,,,,,,,,,,,,,
183,pingouin,raphaelvallat/pingouin,probabilistics,,{},50.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,,,3561.0,3561.0,https://pypi.org/project/pingouin,490204.0,493354.0,https://anaconda.org/conda-forge/pingouin,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161,2026-03-28 17:04:20.161000,229993.0,30.0,,,,,,2.0,,,,,,,,,,,,,,
184,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,{},13.0,CRFsuite (python-crfsuite) wrapper which provides interface simlar to scikit-learn.,14,False,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],8686.0,8686.0,https://pypi.org/project/sklearn-crfsuite,531383.0,536970.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2025-11-05 12:36:02.570,2025-11-05 12:36:05.778,2025-11-05 12:36:05.778000,44702.0,2.0,,,,,,2.0,,,,,,,,,,,,,,
185,findspark,minrk/findspark,others,,{},16.0,Find pyspark to make it importable.,14,False,findspark,conda-forge/findspark,,,['spark'],5688.0,5688.0,https://pypi.org/project/findspark,2560320.0,2582463.0,https://anaconda.org/conda-forge/findspark,2022-01-19 10:22:15.304,2025-04-22 14:56:24.321,2025-04-22 14:56:24.321000,1195736.0,6.0,,,,,,2.0,,,,,,,,,,,,,,
186,snowballstemmer,snowballstem/snowball,nlp,,{},47.0,Snowball stemming library collection for Python.,14,False,snowballstemmer,conda-forge/snowballstemmer,,,,12.0,12.0,https://pypi.org/project/snowballstemmer,34282918.0,34475662.0,https://anaconda.org/conda-forge/snowballstemmer,2021-01-21 23:16:53.088,2026-06-03 06:30:30.707,2026-06-03 06:30:30.707000,12721138.0,9.0,,,,,,2.0,,,,,,,,,,,,,,
